user,trick_or_treat,archie_girls,the_dress,imitation,friday_or_saturday
ID-0586,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0587,FALSE,Betty,Blue and black,Flattery,NA
ID-0588,FALSE,Betty,White and gold,Laziness,NA
ID-0589,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0590,FALSE,Veronica,Blue and black,Laziness,NA
ID-0591,TRUE,NA,NA,NA,NA
ID-0592,FALSE,Veronica,NA,Lazily flattering someone,NA
ID-0593,FALSE,???,White and gold,Laziness,NA
ID-0594,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0595,FALSE,Veronica,White and gold,Flattery,NA
ID-0596,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0597,FALSE,Betty,Blue and black,NA,NA
ID-0598,FALSE,Betty,Blue and black,Laziness,NA
ID-0599,FALSE,Betty,Blue and black,Flattery,NA
ID-0600,FALSE,Betty,Blue and black,Flattery,NA
ID-0601,TRUE,Veronica,White and gold,Flattery,NA
ID-0602,FALSE,Veronica,Blue and black,Flattery,NA
ID-0603,FALSE,Veronica,White and gold,Flattery,NA
ID-0604,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0605,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0606,FALSE,???,White and gold,Lazily flattering someone,NA
ID-0607,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0608,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0609,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0610,FALSE,Veronica,Blue and black,Laziness,NA
ID-0611,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0612,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0613,FALSE,Veronica,Blue and black,Laziness,NA
ID-0614,FALSE,???,Blue and black,Flattery,NA
ID-0615,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0616,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0617,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0618,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0619,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0620,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0621,FALSE,Veronica,White and gold,Laziness,NA
ID-0622,FALSE,Veronica,NA,Lazily flattering someone,NA
ID-0623,FALSE,???,White and gold,Lazily flattering someone,NA
ID-0624,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0625,FALSE,Veronica,Blue and black,Flattery,NA
ID-0626,TRUE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0627,TRUE,Betty,Blue and black,Lazily flattering someone,NA
ID-0628,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0629,FALSE,Betty,NA,Flattery,NA
ID-0630,FALSE,NA,NA,Lazily flattering someone,NA
ID-0631,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0632,TRUE,Betty,Blue and black,Lazily flattering someone,NA
ID-0633,FALSE,Betty,Blue and black,Laziness,NA
ID-0634,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0635,TRUE,Betty,Blue and black,Lazily flattering someone,NA
ID-0636,FALSE,Veronica,Blue and black,Flattery,NA
ID-0637,FALSE,Veronica,Blue and black,Laziness,NA
ID-0638,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0639,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0640,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0641,FALSE,Betty,NA,Lazily flattering someone,NA
ID-0642,FALSE,Veronica,White and gold,Laziness,NA
ID-0643,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0644,FALSE,Betty,Blue and black,Flattery,NA
ID-0645,FALSE,Betty,White and gold,Flattery,NA
ID-0646,FALSE,Veronica,Blue and black,Flattery,NA
ID-0647,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0648,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0649,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0650,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0651,FALSE,???,NA,Lazily flattering someone,NA
ID-0652,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0653,FALSE,Veronica,Blue and black,Laziness,NA
ID-0654,FALSE,Betty,Blue and black,Flattery,NA
ID-0655,FALSE,???,Blue and black,Flattery,NA
ID-0656,FALSE,Betty,White and gold,Flattery,NA
ID-0658,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0659,FALSE,???,Blue and black,Flattery,NA
ID-0657,FALSE,???,White and gold,Lazily flattering someone,NA
ID-0660,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0661,TRUE,Betty,White and gold,Flattery,NA
ID-0662,TRUE,Betty,White and gold,Flattery,NA
ID-0663,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0664,FALSE,Betty,Blue and black,Flattery,NA
ID-0665,FALSE,Veronica,Blue and black,Flattery,NA
ID-0666,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0667,FALSE,???,NA,Lazily flattering someone,NA
ID-0668,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0669,TRUE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0670,TRUE,Veronica,White and gold,Lazily flattering someone,NA
ID-0671,TRUE,???,White and gold,Lazily flattering someone,NA
ID-0672,TRUE,Veronica,White and gold,Flattery,NA
ID-0673,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0674,FALSE,NA,White and gold,Flattery,NA
ID-0675,FALSE,Betty,Blue and black,Flattery,NA
ID-0676,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0677,FALSE,NA,NA,NA,NA
ID-0678,FALSE,???,White and gold,Laziness,NA
ID-0679,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0680,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0681,TRUE,Veronica,Blue and black,Flattery,NA
ID-0682,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0683,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0684,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0685,FALSE,???,Blue and black,Flattery,NA
ID-0686,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0687,FALSE,???,Blue and black,Flattery,NA
ID-0689,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0690,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0688,FALSE,Veronica,NA,Flattery,NA
ID-0691,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0692,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0693,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0694,FALSE,Betty,Blue and black,Laziness,NA
ID-0695,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0696,FALSE,Betty,Blue and black,Flattery,NA
ID-0697,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0698,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0699,FALSE,Betty,NA,NA,NA
ID-0700,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0701,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0702,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0703,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0704,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0705,FALSE,???,Blue and black,Flattery,NA
ID-0706,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0707,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0708,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0709,FALSE,Veronica,Blue and black,Flattery,NA
ID-0710,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0711,FALSE,NA,NA,NA,NA
ID-0712,FALSE,Betty,Blue and black,Laziness,NA
ID-0713,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0714,FALSE,Veronica,Blue and black,Flattery,NA
ID-0715,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0716,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0717,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0718,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0719,FALSE,Betty,White and gold,Flattery,NA
ID-0720,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0721,FALSE,???,White and gold,Flattery,NA
ID-0722,FALSE,Veronica,White and gold,Laziness,NA
ID-0723,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0725,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0726,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0727,FALSE,Betty,Blue and black,Flattery,NA
ID-0724,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0728,FALSE,NA,Blue and black,Laziness,NA
ID-0729,FALSE,Betty,Blue and black,Laziness,NA
ID-0730,FALSE,Betty,Blue and black,Flattery,NA
ID-0731,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0732,TRUE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0733,TRUE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0734,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0735,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0736,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0737,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0738,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0739,FALSE,Veronica,White and gold,Flattery,NA
ID-0740,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0741,FALSE,Betty,Blue and black,Laziness,NA
ID-0742,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0743,FALSE,???,White and gold,Laziness,NA
ID-0744,FALSE,???,White and gold,Lazily flattering someone,NA
ID-0745,FALSE,Veronica,White and gold,Flattery,NA
ID-0746,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0747,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0748,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0749,FALSE,Betty,White and gold,Flattery,NA
ID-0750,TRUE,Betty,White and gold,Lazily flattering someone,NA
ID-0751,FALSE,Veronica,White and gold,Flattery,NA
ID-0752,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0753,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0754,FALSE,Betty,White and gold,Laziness,NA
ID-0755,FALSE,???,White and gold,Lazily flattering someone,NA
ID-0756,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0757,FALSE,Veronica,NA,Lazily flattering someone,NA
ID-0758,TRUE,Veronica,White and gold,Lazily flattering someone,NA
ID-0759,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0760,TRUE,Veronica,White and gold,Lazily flattering someone,NA
ID-0761,FALSE,???,NA,Lazily flattering someone,NA
ID-0762,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0763,FALSE,???,White and gold,Lazily flattering someone,NA
ID-0764,TRUE,Betty,White and gold,Flattery,NA
ID-0765,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0766,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0767,FALSE,Betty,Blue and black,Laziness,NA
ID-0768,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0769,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0770,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0771,FALSE,Betty,White and gold,Flattery,NA
ID-0772,TRUE,???,Blue and black,Flattery,NA
ID-0773,FALSE,Veronica,Blue and black,Flattery,NA
ID-0774,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0775,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0776,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0778,FALSE,Veronica,Blue and black,NA,NA
ID-0779,FALSE,Betty,NA,Flattery,NA
ID-0780,FALSE,???,White and gold,Lazily flattering someone,NA
ID-0781,TRUE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0777,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0782,FALSE,Betty,White and gold,Laziness,NA
ID-0783,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0784,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0785,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0786,FALSE,Veronica,White and gold,Flattery,NA
ID-0787,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0788,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0789,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0790,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0791,FALSE,Veronica,White and gold,Laziness,NA
ID-0792,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0793,FALSE,Betty,NA,Lazily flattering someone,NA
ID-0794,TRUE,Betty,NA,Lazily flattering someone,NA
ID-0795,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0796,FALSE,???,Blue and black,Flattery,NA
ID-0797,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0798,FALSE,Veronica,Blue and black,Laziness,NA
ID-0799,FALSE,Betty,Blue and black,Flattery,NA
ID-0800,TRUE,???,Blue and black,Flattery,NA
ID-0801,FALSE,Betty,White and gold,Laziness,NA
ID-0802,FALSE,???,NA,Lazily flattering someone,NA
ID-0803,FALSE,???,NA,NA,NA
ID-0804,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0805,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0806,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0807,FALSE,???,Blue and black,Flattery,NA
ID-0808,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0809,TRUE,???,White and gold,Lazily flattering someone,NA
ID-0810,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0811,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0812,TRUE,Veronica,White and gold,Lazily flattering someone,NA
ID-0813,FALSE,Betty,Blue and black,Laziness,NA
ID-0814,FALSE,Betty,Blue and black,Laziness,NA
ID-0815,FALSE,???,Blue and black,Flattery,NA
ID-0816,TRUE,???,White and gold,Lazily flattering someone,NA
ID-0817,FALSE,???,White and gold,Flattery,NA
ID-0818,FALSE,Veronica,White and gold,Laziness,NA
ID-0819,FALSE,Veronica,White and gold,Laziness,NA
ID-0820,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0821,FALSE,Betty,White and gold,Flattery,NA
ID-0822,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0823,TRUE,???,White and gold,Lazily flattering someone,NA
ID-0824,TRUE,Veronica,NA,Flattery,NA
ID-0825,FALSE,Betty,White and gold,NA,NA
ID-0826,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0827,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0828,FALSE,Veronica,Blue and black,Flattery,NA
ID-0829,TRUE,Betty,White and gold,Laziness,NA
ID-0830,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0831,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0832,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0833,FALSE,???,Blue and black,Flattery,NA
ID-0834,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0835,FALSE,Veronica,Blue and black,Laziness,NA
ID-0836,FALSE,Veronica,Blue and black,NA,NA
ID-0837,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0838,FALSE,Veronica,White and gold,Flattery,NA
ID-0839,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0840,FALSE,Betty,Blue and black,Flattery,NA
ID-0841,FALSE,???,Blue and black,Flattery,NA
ID-0842,TRUE,???,Blue and black,NA,NA
ID-0843,FALSE,Veronica,Blue and black,Lazily flattering someone,NA
ID-0844,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0845,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0846,FALSE,???,Blue and black,Flattery,NA
ID-0847,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0848,TRUE,Veronica,White and gold,Laziness,NA
ID-0849,FALSE,Veronica,Blue and black,Flattery,NA
ID-0850,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-0851,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0852,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0853,FALSE,Betty,White and gold,Lazily flattering someone,NA
ID-0854,FALSE,NA,White and gold,Lazily flattering someone,NA
ID-0855,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0856,FALSE,Veronica,Blue and black,Flattery,NA
ID-0857,FALSE,Veronica,White and gold,Lazily flattering someone,NA
ID-0858,FALSE,NA,NA,NA,NA
ID-0859,FALSE,???,Blue and black,Lazily flattering someone,NA
ID-0860,FALSE,NA,NA,NA,Friday
ID-0861,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-0862,FALSE,Betty,Blue and black,Laziness,NA
ID-0863,FALSE,Betty,Blue and black,Flattery,NA
ID-0864,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-0865,FALSE,Veronica,Blue and black,NA,NA
ID-0866,TRUE,Betty,Blue and black,Laziness,Friday
ID-0867,TRUE,Veronica,White and gold,Laziness,Friday
ID-0868,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-0869,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-0870,TRUE,Betty,Blue and black,Flattery,Friday
ID-0871,FALSE,???,White and gold,Flattery,Friday
ID-0872,FALSE,Veronica,Blue and black,Flattery,Friday
ID-0873,FALSE,Betty,White and gold,Laziness,Sunday
ID-0874,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-0875,FALSE,Veronica,White and gold,Flattery,Sunday
ID-0876,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-0877,FALSE,Veronica,White and gold,NA,NA
ID-0878,TRUE,NA,NA,NA,NA
ID-0879,FALSE,Betty,White and gold,Laziness,Sunday
ID-0880,FALSE,Betty,NA,NA,NA
ID-0881,TRUE,Betty,Blue and black,Lazily flattering someone,Friday
ID-0882,FALSE,Betty,NA,Flattery,NA
ID-0883,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-0884,FALSE,Veronica,White and gold,Flattery,Friday
ID-0885,FALSE,Veronica,White and gold,Flattery,Friday
ID-0886,FALSE,Veronica,Blue and black,Flattery,Friday
ID-0887,FALSE,???,Blue and black,Flattery,Friday
ID-0888,FALSE,Veronica,NA,Lazily flattering someone,Sunday
ID-0889,FALSE,Veronica,NA,Lazily flattering someone,Friday
ID-0890,FALSE,???,White and gold,Flattery,Sunday
ID-0891,FALSE,???,White and gold,Flattery,Friday
ID-0892,FALSE,Betty,NA,Lazily flattering someone,Friday
ID-0893,FALSE,Betty,White and gold,Flattery,Sunday
ID-0894,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-0895,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-0896,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-0897,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-0898,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-0899,FALSE,???,Blue and black,Flattery,Sunday
ID-0900,FALSE,???,White and gold,Laziness,Friday
ID-0901,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-0902,FALSE,Veronica,White and gold,Flattery,Sunday
ID-0903,FALSE,Veronica,NA,Lazily flattering someone,Friday
ID-0904,FALSE,Veronica,White and gold,Flattery,Sunday
ID-0905,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-0906,FALSE,Betty,White and gold,Flattery,Sunday
ID-0907,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-0908,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-0909,FALSE,NA,NA,NA,NA
ID-0910,FALSE,???,White and gold,Flattery,Sunday
ID-0911,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-0912,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-0001,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-0002,FALSE,Betty,NA,Lazily flattering someone,Friday
ID-0003,TRUE,Veronica,Blue and black,Laziness,Sunday
ID-0004,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-0005,FALSE,Veronica,Blue and black,Flattery,Friday
ID-0006,FALSE,Veronica,White and gold,NA,NA
ID-0007,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-0008,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-0009,TRUE,Veronica,White and gold,Lazily flattering someone,Friday
ID-0010,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-0011,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-0012,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-0013,FALSE,Betty,Blue and black,Flattery,Friday
ID-0014,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-0015,TRUE,???,White and gold,Flattery,Friday
ID-0016,FALSE,Veronica,Blue and black,Flattery,Friday
ID-0017,TRUE,Veronica,White and gold,Laziness,Sunday
ID-0018,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-0019,FALSE,Veronica,White and gold,Laziness,Sunday
ID-0020,FALSE,Veronica,Blue and black,Laziness,Friday
ID-0021,FALSE,???,NA,Lazily flattering someone,Friday
ID-0022,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-0023,FALSE,NA,NA,NA,NA
ID-0024,FALSE,Betty,NA,Laziness,Sunday
ID-0025,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-0026,FALSE,???,Blue and black,Laziness,Sunday
